current_link,name,parent_link,price,upc
http://books.toscrape.com/catalogue/the-bad-ass-librarians-of-timbuktu-and-their-race-to-save-the-worlds-most-precious-manuscripts_745/index.html,The Bad-Ass Librarians of Timbuktu: And Their Race to Save the World’s Most Precious Manuscripts,http://books.toscrape.com/catalogue/page-13.html,£15.77,923831a05c9f91f7
http://books.toscrape.com/catalogue/the-darkest-lie_747/index.html,The Darkest Lie,http://books.toscrape.com/catalogue/page-13.html,£35.35,6edacfd1f8ebb9eb
http://books.toscrape.com/catalogue/the-bane-chronicles-the-bane-chronicles-1-11_746/index.html,The Bane Chronicles (The Bane Chronicles #1-11),http://books.toscrape.com/catalogue/page-13.html,£44.73,dc6f688b82e42a5b
http://books.toscrape.com/catalogue/the-dovekeepers_748/index.html,The Dovekeepers,http://books.toscrape.com/catalogue/page-13.html,£48.78,3d76bc83c6b644c9
http://books.toscrape.com/catalogue/the-first-hostage-jb-collins-2_749/index.html,The First Hostage (J.B. Collins #2),http://books.toscrape.com/catalogue/page-13.html,£25.85,a86972014275e072
http://books.toscrape.com/catalogue/the-guilty-will-robie-4_750/index.html,The Guilty (Will Robie #4),http://books.toscrape.com/catalogue/page-13.html,£13.82,847935fc68707426
http://books.toscrape.com/catalogue/the-help-yourself-cookbook-for-kids-60-easy-plant-based-recipes-kids-can-make-to-stay-healthy-and-save-the-earth_751/index.html,The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,http://books.toscrape.com/catalogue/page-13.html,£28.77,ddc8340dabc8641b
http://books.toscrape.com/catalogue/the-hidden-oracle-the-trials-of-apollo-1_752/index.html,The Hidden Oracle (The Trials of Apollo #1),http://books.toscrape.com/catalogue/page-13.html,£52.26,992974ba6a0536ea
http://books.toscrape.com/catalogue/the-immortal-life-of-henrietta-lacks_753/index.html,The Immortal Life of Henrietta Lacks,http://books.toscrape.com/catalogue/page-13.html,£40.67,f72f61ad6a5f12ed
http://books.toscrape.com/catalogue/the-last-mile-amos-decker-2_754/index.html,The Last Mile (Amos Decker #2),http://books.toscrape.com/catalogue/page-13.html,£54.21,3bc89353f7e3a3cc
http://books.toscrape.com/catalogue/the-literature-book-big-ideas-simply-explained_755/index.html,The Literature Book (Big Ideas Simply Explained),http://books.toscrape.com/catalogue/page-13.html,£17.43,4881cc53f6c8892f
http://books.toscrape.com/catalogue/the-loney_756/index.html,The Loney,http://books.toscrape.com/catalogue/page-13.html,£23.40,2d88a31f325dfd3b
http://books.toscrape.com/catalogue/the-long-haul-diary-of-a-wimpy-kid-9_757/index.html,The Long Haul (Diary of a Wimpy Kid #9),http://books.toscrape.com/catalogue/page-13.html,£44.07,f21effc079a2b38a
http://books.toscrape.com/catalogue/the-lucifer-effect-understanding-how-good-people-turn-evil_758/index.html,The Lucifer Effect: Understanding How Good People Turn Evil,http://books.toscrape.com/catalogue/page-13.html,£10.40,4e812d32d64e2431
http://books.toscrape.com/catalogue/the-marriage-of-opposites_759/index.html,The Marriage of Opposites,http://books.toscrape.com/catalogue/page-13.html,£28.08,52cf2a5933ec5d8f
http://books.toscrape.com/catalogue/naruto-3-in-1-edition-vol-14-includes-vols-40-41-42-naruto-omnibus-14_721/index.html,"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",http://books.toscrape.com/catalogue/page-14.html,£38.39,71e36f33981ddb74
http://books.toscrape.com/catalogue/no-dream-is-too-high-life-lessons-from-a-man-who-walked-on-the-moon_722/index.html,No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,http://books.toscrape.com/catalogue/page-14.html,£21.95,132ec5e8c984adef
http://books.toscrape.com/catalogue/old-school-diary-of-a-wimpy-kid-10_723/index.html,Old School (Diary of a Wimpy Kid #10),http://books.toscrape.com/catalogue/page-14.html,£11.83,02b74068fa98d8a4
http://books.toscrape.com/catalogue/once-was-a-time_724/index.html,Once Was a Time,http://books.toscrape.com/catalogue/page-14.html,£18.28,e34efcc824685332
http://books.toscrape.com/catalogue/overload-how-to-unplug-unwind-and-unleash-yourself-from-the-pressure-of-stress_725/index.html,"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",http://books.toscrape.com/catalogue/page-14.html,£52.15,8ecf0356a3878811
http://books.toscrape.com/catalogue/pet-sematary_726/index.html,Pet Sematary,http://books.toscrape.com/catalogue/page-14.html,£10.56,af58a74e4b2a23a0
http://books.toscrape.com/catalogue/quarter-life-poetry-poems-for-the-young-broke-and-hangry_727/index.html,"Quarter Life Poetry: Poems for the Young, Broke and Hangry",http://books.toscrape.com/catalogue/page-14.html,£50.89,aa35446aab16017f
http://books.toscrape.com/catalogue/rain-fish_728/index.html,Rain Fish,http://books.toscrape.com/catalogue/page-14.html,£23.57,a6454e329f872b78
http://books.toscrape.com/catalogue/robin-war_730/index.html,Robin War,http://books.toscrape.com/catalogue/page-14.html,£47.82,85b2176b3b194030
http://books.toscrape.com/catalogue/red-hoodarsenal-vol-1-open-for-business-red-hoodarsenal-1_729/index.html,"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",http://books.toscrape.com/catalogue/page-14.html,£25.48,31e2e2d9cca3778f
http://books.toscrape.com/catalogue/salt_731/index.html,salt.,http://books.toscrape.com/catalogue/page-14.html,£46.78,86cbddb61ea78bb7
http://books.toscrape.com/catalogue/see-america-a-celebration-of-our-national-parks-treasured-sites_732/index.html,See America: A Celebration of Our National Parks & Treasured Sites,http://books.toscrape.com/catalogue/page-14.html,£48.87,f9705c362f070608
http://books.toscrape.com/catalogue/shtum_733/index.html,Shtum,http://books.toscrape.com/catalogue/page-14.html,£55.84,830fb3967c74866d
http://books.toscrape.com/catalogue/so-cute-it-hurts-vol-6-so-cute-it-hurts-6_734/index.html,"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",http://books.toscrape.com/catalogue/page-14.html,£35.43,394f6d30cafc3edb
http://books.toscrape.com/catalogue/someone-like-you-the-harrisons-2_735/index.html,Someone Like You (The Harrisons #2),http://books.toscrape.com/catalogue/page-14.html,£52.79,a278db6b2b09cf9f
http://books.toscrape.com/catalogue/sorting-the-beef-from-the-bull-the-science-of-food-fraud-forensics_736/index.html,Sorting the Beef from the Bull: The Science of Food Fraud Forensics,http://books.toscrape.com/catalogue/page-14.html,£44.74,3edcccc4f341fb1a
http://books.toscrape.com/catalogue/steve-jobs_737/index.html,Steve Jobs,http://books.toscrape.com/catalogue/page-14.html,£39.50,95019eac1c0a052f
http://books.toscrape.com/catalogue/still-life-with-bread-crumbs_738/index.html,Still Life with Bread Crumbs,http://books.toscrape.com/catalogue/page-14.html,£26.41,fe44cc816576c652
http://books.toscrape.com/catalogue/hush-hush-hush-hush-1_701/index.html,"Hush, Hush (Hush, Hush #1)",http://books.toscrape.com/catalogue/page-15.html,£47.02,6b6cd77fbc91b7a6
http://books.toscrape.com/catalogue/hyperbole-and-a-half-unfortunate-situations-flawed-coping-mechanisms-mayhem-and-other-things-that-happened_702/index.html,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",http://books.toscrape.com/catalogue/page-15.html,£14.75,fbb21a2f71f4d981
http://books.toscrape.com/catalogue/i-know-what-im-doing-and-other-lies-i-tell-myself-dispatches-from-a-life-under-construction_704/index.html,I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,http://books.toscrape.com/catalogue/page-15.html,£25.98,b8a8ff84233f0570
http://books.toscrape.com/catalogue/i-am-pilgrim-pilgrim-1_703/index.html,I Am Pilgrim (Pilgrim #1),http://books.toscrape.com/catalogue/page-15.html,£10.60,aeff7b87a8e83ebb
http://books.toscrape.com/catalogue/island-of-dragons-unwanteds-7_705/index.html,Island of Dragons (Unwanteds #7),http://books.toscrape.com/catalogue/page-15.html,£29.65,2b52334fab158861
http://books.toscrape.com/catalogue/its-all-easy-healthy-delicious-weeknight-meals-in-under-30-minutes_706/index.html,"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",http://books.toscrape.com/catalogue/page-15.html,£19.55,245e6bf08b8d2955
http://books.toscrape.com/catalogue/lady-midnight-the-dark-artifices-1_707/index.html,Lady Midnight (The Dark Artifices #1),http://books.toscrape.com/catalogue/page-15.html,£16.28,708345c9897fd7c5
http://books.toscrape.com/catalogue/let-it-out-a-journey-through-journaling_708/index.html,Let It Out: A Journey Through Journaling,http://books.toscrape.com/catalogue/page-15.html,£26.79,1174156c4a0eccaa
http://books.toscrape.com/catalogue/living-leadership-by-insight-a-good-leader-achieves-a-great-leader-builds-monuments_709/index.html,"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",http://books.toscrape.com/catalogue/page-15.html,£46.91,17fb5a88180f9904
http://books.toscrape.com/catalogue/looking-for-lovely-collecting-the-moments-that-matter_710/index.html,Looking for Lovely: Collecting the Moments that Matter,http://books.toscrape.com/catalogue/page-15.html,£29.14,24af96df0bafb925
http://books.toscrape.com/catalogue/lowriders-to-the-center-of-the-earth-lowriders-in-space-2_712/index.html,Lowriders to the Center of the Earth (Lowriders in Space #2),http://books.toscrape.com/catalogue/page-15.html,£51.51,a10c7515834240f3
http://books.toscrape.com/catalogue/love-is-a-mix-tape-music-1_711/index.html,Love Is a Mix Tape (Music #1),http://books.toscrape.com/catalogue/page-15.html,£18.03,adb5f51c2e2ab13f
http://books.toscrape.com/catalogue/luckiest-girl-alive_713/index.html,Luckiest Girl Alive,http://books.toscrape.com/catalogue/page-15.html,£49.83,d512871626a5e588
http://books.toscrape.com/catalogue/luis-paints-the-world_714/index.html,Luis Paints the World,http://books.toscrape.com/catalogue/page-15.html,£53.95,5b43cae640f2338a
http://books.toscrape.com/catalogue/made-to-stick-why-some-ideas-survive-and-others-die_715/index.html,Made to Stick: Why Some Ideas Survive and Others Die,http://books.toscrape.com/catalogue/page-15.html,£38.85,b96fc7a0ea7d4b45
http://books.toscrape.com/catalogue/more-than-music-chasing-the-dream-1_716/index.html,More Than Music (Chasing the Dream #1),http://books.toscrape.com/catalogue/page-15.html,£37.61,47d47155e89c8be7
http://books.toscrape.com/catalogue/mr-mercedes-bill-hodges-trilogy-1_717/index.html,Mr. Mercedes (Bill Hodges Trilogy #1),http://books.toscrape.com/catalogue/page-15.html,£28.90,caa2e5b3fb1b2d4c
http://books.toscrape.com/catalogue/my-kind-of-crazy_718/index.html,My Kind of Crazy,http://books.toscrape.com/catalogue/page-15.html,£40.36,137b0b2775701e11
http://books.toscrape.com/catalogue/my-mrs-brown_719/index.html,My Mrs. Brown,http://books.toscrape.com/catalogue/page-15.html,£24.48,cc82685d9f49bc2c
http://books.toscrape.com/catalogue/my-name-is-lucy-barton_720/index.html,My Name Is Lucy Barton,http://books.toscrape.com/catalogue/page-15.html,£41.56,727bf2b86b19ad88
http://books.toscrape.com/catalogue/cometh-the-hour-the-clifton-chronicles-6_681/index.html,Cometh the Hour (The Clifton Chronicles #6),http://books.toscrape.com/catalogue/page-16.html,£25.01,28cf0d1c51b491e5
http://books.toscrape.com/catalogue/crazy-love-overwhelmed-by-a-relentless-god_682/index.html,Crazy Love: Overwhelmed by a Relentless God,http://books.toscrape.com/catalogue/page-16.html,£47.72,4b9d9cfe0f435788
http://books.toscrape.com/catalogue/daily-fantasy-sports_683/index.html,Daily Fantasy Sports,http://books.toscrape.com/catalogue/page-16.html,£36.58,0e94a089328be4bc
http://books.toscrape.com/catalogue/demigods-magicians-percy-and-annabeth-meet-the-kanes-percy-jackson-kane-chronicles-crossover-1-3_685/index.html,Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),http://books.toscrape.com/catalogue/page-16.html,£37.51,3c6fe637a0180b01
http://books.toscrape.com/catalogue/dear-mr-knightley_684/index.html,Dear Mr. Knightley,http://books.toscrape.com/catalogue/page-16.html,£11.21,94a958ea126cdcd5
http://books.toscrape.com/catalogue/doctor-sleep-the-shining-2_686/index.html,Doctor Sleep (The Shining #2),http://books.toscrape.com/catalogue/page-16.html,£40.12,bf5de316a5e9a4ab
http://books.toscrape.com/catalogue/dont-get-caught_687/index.html,Don't Get Caught,http://books.toscrape.com/catalogue/page-16.html,£55.35,ad2887ce04583910
http://books.toscrape.com/catalogue/eat-fat-get-thin_688/index.html,"Eat Fat, Get Thin",http://books.toscrape.com/catalogue/page-16.html,£54.07,047dfa57ba0bf638
http://books.toscrape.com/catalogue/eaternity-more-than-150-deliciously-easy-vegan-recipes-for-a-long-healthy-satisfied-joyful-life_689/index.html,"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",http://books.toscrape.com/catalogue/page-16.html,£51.75,a01f6d368ef64dc5
http://books.toscrape.com/catalogue/eight-hundred-grapes_690/index.html,Eight Hundred Grapes,http://books.toscrape.com/catalogue/page-16.html,£14.39,1d6dd0c87d90fe92
http://books.toscrape.com/catalogue/el-deafo_691/index.html,El Deafo,http://books.toscrape.com/catalogue/page-16.html,£57.62,27c5968fe43cc06e
http://books.toscrape.com/catalogue/eligible-the-austen-project-4_692/index.html,Eligible (The Austen Project #4),http://books.toscrape.com/catalogue/page-16.html,£27.09,9eaf58b03a2779cc
http://books.toscrape.com/catalogue/every-last-word_693/index.html,Every Last Word,http://books.toscrape.com/catalogue/page-16.html,£46.47,a2bd4ca82d908442
http://books.toscrape.com/catalogue/far-away-places-on-the-brink-of-change-seven-continents-twenty-five-years_694/index.html,"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",http://books.toscrape.com/catalogue/page-16.html,£15.06,ac4dde0d1be05de0
http://books.toscrape.com/catalogue/feathers-displays-of-brilliant-plumage_695/index.html,Feathers: Displays of Brilliant Plumage,http://books.toscrape.com/catalogue/page-16.html,£49.05,9194ae88379dbf1a
http://books.toscrape.com/catalogue/glory-over-everything-beyond-the-kitchen-house_696/index.html,Glory over Everything: Beyond The Kitchen House,http://books.toscrape.com/catalogue/page-16.html,£45.84,de4b403cb629a29f
http://books.toscrape.com/catalogue/god-the-most-unpleasant-character-in-all-fiction_697/index.html,God: The Most Unpleasant Character in All Fiction,http://books.toscrape.com/catalogue/page-16.html,£30.03,eec424a84c9e4c68
http://books.toscrape.com/catalogue/greek-mythic-history_698/index.html,Greek Mythic History,http://books.toscrape.com/catalogue/page-16.html,£10.23,f201f263d8c23f97
http://books.toscrape.com/catalogue/angels-demons-robert-langdon-1_661/index.html,Angels & Demons (Robert Langdon #1),http://books.toscrape.com/catalogue/page-17.html,£51.48,ad41c24ccac0c7ce
http://books.toscrape.com/catalogue/angels-walking-angels-walking-1_662/index.html,Angels Walking (Angels Walking #1),http://books.toscrape.com/catalogue/page-17.html,£34.20,1fbb5f786e53a0ce
http://books.toscrape.com/catalogue/aristotle-and-dante-discover-the-secrets-of-the-universe-aristotle-and-dante-discover-the-secrets-of-the-universe-1_663/index.html,Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),http://books.toscrape.com/catalogue/page-17.html,£58.14,41164b8ac02a2c42
http://books.toscrape.com/catalogue/art-ops-vol-1_664/index.html,Art Ops Vol. 1,http://books.toscrape.com/catalogue/page-17.html,£48.80,ffdc825785c0ede8
http://books.toscrape.com/catalogue/balloon-animals_665/index.html,Balloon Animals,http://books.toscrape.com/catalogue/page-17.html,£17.03,9b65f676984c9f0c
http://books.toscrape.com/catalogue/barefoot-contessa-at-home-everyday-recipes-youll-make-over-and-over-again_666/index.html,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,http://books.toscrape.com/catalogue/page-17.html,£50.62,0e0da9192a025efc
http://books.toscrape.com/catalogue/barefoot-contessa-back-to-basics_667/index.html,Barefoot Contessa Back to Basics,http://books.toscrape.com/catalogue/page-17.html,£28.01,999912e63a3262ae
http://books.toscrape.com/catalogue/batman-europa_668/index.html,Batman: Europa,http://books.toscrape.com/catalogue/page-17.html,£32.01,bf68dcb5fad3cc8c
http://books.toscrape.com/catalogue/buying-in-the-secret-dialogue-between-what-we-buy-and-who-we-are_670/index.html,Buying In: The Secret Dialogue Between What We Buy and Who We Are,http://books.toscrape.com/catalogue/page-17.html,£37.80,16ef91b9d827859c
http://books.toscrape.com/catalogue/carrie_671/index.html,Carrie,http://books.toscrape.com/catalogue/page-17.html,£46.23,5f22418922fa728b
http://books.toscrape.com/catalogue/brain-on-fire-my-month-of-madness_669/index.html,Brain on Fire: My Month of Madness,http://books.toscrape.com/catalogue/page-17.html,£49.32,a80f66b254fe9eb3
http://books.toscrape.com/catalogue/carry-on-warrior-thoughts-on-life-unarmed_672/index.html,"Carry On, Warrior: Thoughts on Life Unarmed",http://books.toscrape.com/catalogue/page-17.html,£31.85,1b0fc9f777cad045
http://books.toscrape.com/catalogue/catching-jordan-hundred-oaks_673/index.html,Catching Jordan (Hundred Oaks),http://books.toscrape.com/catalogue/page-17.html,£50.83,e2e7b683b4c15b7d
http://books.toscrape.com/catalogue/cell_674/index.html,Cell,http://books.toscrape.com/catalogue/page-17.html,£20.29,bfbb54bc8cdeed2b
http://books.toscrape.com/catalogue/city-of-ashes-the-mortal-instruments-2_675/index.html,City of Ashes (The Mortal Instruments #2),http://books.toscrape.com/catalogue/page-17.html,£47.27,8a6ec2761f91dad2
http://books.toscrape.com/catalogue/city-of-bones-the-mortal-instruments-1_676/index.html,City of Bones (The Mortal Instruments #1),http://books.toscrape.com/catalogue/page-17.html,£43.28,5b987e54ee72525c
http://books.toscrape.com/catalogue/the-silent-sister-riley-macpherson-1_641/index.html,The Silent Sister (Riley MacPherson #1),http://books.toscrape.com/catalogue/page-18.html,£46.29,ce1ae197ada2aec4
http://books.toscrape.com/catalogue/will-you-wont-you-want-me_644/index.html,Will You Won't You Want Me?,http://books.toscrape.com/catalogue/page-18.html,£13.86,077b635ff2afc578
http://books.toscrape.com/catalogue/tipping-point-for-planet-earth-how-close-are-we-to-the-edge_643/index.html,Tipping Point for Planet Earth: How Close Are We to the Edge?,http://books.toscrape.com/catalogue/page-18.html,£37.55,148715df5a02ea5e
http://books.toscrape.com/catalogue/the-star-touched-queen_642/index.html,The Star-Touched Queen,http://books.toscrape.com/catalogue/page-18.html,£32.30,4a7a25be293ad678
http://books.toscrape.com/catalogue/13-hours-the-inside-account-of-what-really-happened-in-benghazi_645/index.html,13 Hours: The Inside Account of What Really Happened In Benghazi,http://books.toscrape.com/catalogue/page-18.html,£27.06,4be9d1910f8a4e80
http://books.toscrape.com/catalogue/my-kitchen-year-136-recipes-that-saved-my-life_646/index.html,My Kitchen Year: 136 Recipes That Saved My Life,http://books.toscrape.com/catalogue/page-18.html,£11.53,8bbd7df8a324f31d
http://books.toscrape.com/catalogue/rook_647/index.html,Rook,http://books.toscrape.com/catalogue/page-18.html,£37.86,44d97b6707dae3f0
http://books.toscrape.com/catalogue/searching-for-meaning-in-gailana_648/index.html,Searching for Meaning in Gailana,http://books.toscrape.com/catalogue/page-18.html,£38.73,2f0213137a80d485
http://books.toscrape.com/catalogue/the-three-searches-meaning-and-the-story_649/index.html,"The Three Searches, Meaning, and the Story",http://books.toscrape.com/catalogue/page-18.html,£13.33,ac5e0d3938caf686
http://books.toscrape.com/catalogue/a-man-called-ove_653/index.html,A Man Called Ove,http://books.toscrape.com/catalogue/page-18.html,£39.72,8682c03de6a844ff
http://books.toscrape.com/catalogue/a-distant-mirror-the-calamitous-14th-century_652/index.html,A Distant Mirror: The Calamitous 14th Century,http://books.toscrape.com/catalogue/page-18.html,£14.58,d5e0526e1ab682a3
http://books.toscrape.com/catalogue/1491-new-revelations-of-the-americas-before-columbus_650/index.html,1491: New Revelations of the Americas Before Columbus,http://books.toscrape.com/catalogue/page-18.html,£21.80,6e8e5626ac4d279e
http://books.toscrape.com/catalogue/a-brush-of-wings-angels-walking-3_651/index.html,A Brush of Wings (Angels Walking #3),http://books.toscrape.com/catalogue/page-18.html,£55.51,01a177623cce9596
http://books.toscrape.com/catalogue/a-peoples-history-of-the-united-states_654/index.html,A People's History of the United States,http://books.toscrape.com/catalogue/page-18.html,£40.79,1ad06aed9349af46
http://books.toscrape.com/catalogue/a-series-of-catastrophes-and-miracles-a-true-story-of-love-science-and-cancer_655/index.html,"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",http://books.toscrape.com/catalogue/page-18.html,£56.48,c1379d3744f1dd2c
http://books.toscrape.com/catalogue/a-study-in-scarlet-sherlock-holmes-1_656/index.html,A Study in Scarlet (Sherlock Holmes #1),http://books.toscrape.com/catalogue/page-18.html,£16.73,63ee5bc46066a8a8
http://books.toscrape.com/catalogue/a-time-of-torment-charlie-parker-14_657/index.html,A Time of Torment (Charlie Parker #14),http://books.toscrape.com/catalogue/page-18.html,£48.35,4416c474713ec1f5
http://books.toscrape.com/catalogue/abstract-city_658/index.html,Abstract City,http://books.toscrape.com/catalogue/page-18.html,£56.37,cf1aa2fc02a7d1e0
http://books.toscrape.com/catalogue/adulthood-is-a-myth-a-sarahs-scribbles-collection_659/index.html,"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",http://books.toscrape.com/catalogue/page-18.html,£10.90,5319169a72714c62
http://books.toscrape.com/catalogue/all-the-light-we-cannot-see_660/index.html,All the Light We Cannot See,http://books.toscrape.com/catalogue/page-18.html,£29.87,39861fc1c0845d15
http://books.toscrape.com/catalogue/city-of-glass-the-mortal-instruments-3_678/index.html,City of Glass (The Mortal Instruments #3),http://books.toscrape.com/catalogue/page-17.html,£56.02,966ebb738e0f9d9b
http://books.toscrape.com/catalogue/city-of-fallen-angels-the-mortal-instruments-4_677/index.html,City of Fallen Angels (The Mortal Instruments #4),http://books.toscrape.com/catalogue/page-17.html,£11.23,1e264c677d4ee4ae
http://books.toscrape.com/catalogue/how-to-speak-golf-an-illustrated-guide-to-links-lingo_621/index.html,How to Speak Golf: An Illustrated Guide to Links Lingo,http://books.toscrape.com/catalogue/page-19.html,£58.32,b978c9852cde91bd
http://books.toscrape.com/catalogue/love-lies-and-spies_622/index.html,"Love, Lies and Spies",http://books.toscrape.com/catalogue/page-19.html,£20.55,9546d537fbf99eb6
http://books.toscrape.com/catalogue/most-wanted_623/index.html,Most Wanted,http://books.toscrape.com/catalogue/page-19.html,£35.28,c039f5aceb093537
http://books.toscrape.com/catalogue/no-love-allowed-dodge-cove-1_625/index.html,No Love Allowed (Dodge Cove #1),http://books.toscrape.com/catalogue/page-19.html,£54.65,db84624b151cbe06
http://books.toscrape.com/catalogue/murder-at-the-42nd-street-library-raymond-ambler-1_624/index.html,Murder at the 42nd Street Library (Raymond Ambler #1),http://books.toscrape.com/catalogue/page-19.html,£54.36,e7fe3bf2768602cf
http://books.toscrape.com/catalogue/one-with-you-crossfire-5_626/index.html,One with You (Crossfire #5),http://books.toscrape.com/catalogue/page-19.html,£15.71,81ef44fcc5f454df
http://books.toscrape.com/catalogue/poisonous-max-revere-novels-3_627/index.html,Poisonous (Max Revere Novels #3),http://books.toscrape.com/catalogue/page-19.html,£26.80,abdd91e96515a617
http://books.toscrape.com/catalogue/psycho-sanitarium-psycho-15_628/index.html,Psycho: Sanitarium (Psycho #1.5),http://books.toscrape.com/catalogue/page-19.html,£36.97,b8d7b3f5c7a95d65
http://books.toscrape.com/catalogue/snatched-how-a-drug-queen-went-undercover-for-the-dea-and-was-kidnapped-by-colombian-guerillas_631/index.html,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,http://books.toscrape.com/catalogue/page-19.html,£21.21,f40fea200e0c644f
http://books.toscrape.com/catalogue/quench-your-own-thirst-business-lessons-learned-over-a-beer-or-two_629/index.html,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,http://books.toscrape.com/catalogue/page-19.html,£43.14,8976d9161c027142
http://books.toscrape.com/catalogue/raspberry-pi-electronics-projects-for-the-evil-genius_630/index.html,Raspberry Pi Electronics Projects for the Evil Genius,http://books.toscrape.com/catalogue/page-19.html,£49.67,ebf81a62e4798fd1
http://books.toscrape.com/catalogue/the-children_633/index.html,The Children,http://books.toscrape.com/catalogue/page-19.html,£11.88,64fd010bf8d15096
http://books.toscrape.com/catalogue/stars-above-the-lunar-chronicles-45_632/index.html,Stars Above (The Lunar Chronicles #4.5),http://books.toscrape.com/catalogue/page-19.html,£48.05,b63ea3f7a57ae099
http://books.toscrape.com/catalogue/the-diary-of-a-young-girl_634/index.html,The Diary of a Young Girl,http://books.toscrape.com/catalogue/page-19.html,£59.90,54fc03f1e1d355db
http://books.toscrape.com/catalogue/the-dinner-party_635/index.html,The Dinner Party,http://books.toscrape.com/catalogue/page-19.html,£56.54,c6ca293d4810e0d5
http://books.toscrape.com/catalogue/the-epidemic-the-program-06_636/index.html,The Epidemic (The Program 0.6),http://books.toscrape.com/catalogue/page-19.html,£14.44,f732d7d18a91d2ba
http://books.toscrape.com/catalogue/sleeping-giants-themis-files-1_604/index.html,Sleeping Giants (Themis Files #1),http://books.toscrape.com/catalogue/page-20.html,£48.74,f435aa99d864077d
http://books.toscrape.com/catalogue/off-the-hook-fishing-for-trouble-1_601/index.html,Off the Hook (Fishing for Trouble #1),http://books.toscrape.com/catalogue/page-20.html,£47.67,b783ce08802cd1d1
http://books.toscrape.com/catalogue/playing-with-fire_602/index.html,Playing with Fire,http://books.toscrape.com/catalogue/page-20.html,£13.71,05a61a3bd8ca4149
http://books.toscrape.com/catalogue/take-me-home-tonight-rock-star-romance-3_605/index.html,Take Me Home Tonight (Rock Star Romance #3),http://books.toscrape.com/catalogue/page-20.html,£53.98,cf62fa272b5f0fa3
http://books.toscrape.com/catalogue/setting-the-world-on-fire-the-brief-astonishing-life-of-st-catherine-of-siena_603/index.html,"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",http://books.toscrape.com/catalogue/page-20.html,£21.15,b06599b108e83f98
http://books.toscrape.com/catalogue/the-art-of-startup-fundraising_606/index.html,The Art of Startup Fundraising,http://books.toscrape.com/catalogue/page-20.html,£21.00,1c584f82a7a1c4f0
http://books.toscrape.com/catalogue/the-improbability-of-love_607/index.html,The Improbability of Love,http://books.toscrape.com/catalogue/page-20.html,£59.45,437d8dea9272d0a9
http://books.toscrape.com/catalogue/the-sleep-revolution-transforming-your-life-one-night-at-a-time_608/index.html,"The Sleep Revolution: Transforming Your Life, One Night at a Time",http://books.toscrape.com/catalogue/page-20.html,£11.68,985991708c47003e
http://books.toscrape.com/catalogue/the-widow_609/index.html,The Widow,http://books.toscrape.com/catalogue/page-20.html,£27.26,6159d8b187831770
http://books.toscrape.com/catalogue/troublemaker-surviving-hollywood-and-scientology_610/index.html,Troublemaker: Surviving Hollywood and Scientology,http://books.toscrape.com/catalogue/page-20.html,£48.39,515cb8fcafb1ad98
http://books.toscrape.com/catalogue/a-la-mode-120-recipes-in-60-pairings-pies-tarts-cakes-crisps-and-more-topped-with-ice-cream-gelato-frozen-custard-and-more_611/index.html,"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",http://books.toscrape.com/catalogue/page-20.html,£38.77,a4eef523118805ef
http://books.toscrape.com/catalogue/a-paris-apartment_612/index.html,A Paris Apartment,http://books.toscrape.com/catalogue/page-20.html,£39.01,63343e287971bb0c
http://books.toscrape.com/catalogue/boar-island-anna-pigeon-19_613/index.html,Boar Island (Anna Pigeon #19),http://books.toscrape.com/catalogue/page-20.html,£59.48,49b24c6a41b82bd2
http://books.toscrape.com/catalogue/can-you-keep-a-secret-fear-street-relaunch-4_614/index.html,Can You Keep a Secret? (Fear Street Relaunch #4),http://books.toscrape.com/catalogue/page-20.html,£48.64,d069086944f2e330
